Product_ID,Category,Subcategory,Price,Brand,Average_Rating_of_Similar_Products,Product_Rating,Customer_Review_Sentiment_Score,Holiday,Season,Geographical_Location,Similar_Product_List,Probability_of_Recommendation
P11452,books,non-fiction,593,brand b,3.3,3.6,0.83,yes,autumn,Canada,['Non-fiction'],0.69
P11453,beauty,moisturizer,3866,brand b,4.2,2.4,0.31,no,spring,India,"['Perfume', 'Lipstick']",0.84
P11454,fitness,treadmill,1987,brand c,5.0,3.1,0.84,no,summer,UK,"['Yoga Mat', 'Treadmill']",0.75
P11455,home decor,wall art,3066,brand c,2.5,2.3,0.36,no,spring,UK,"['Lamp', 'Lamp']",0.63
P11456,fashion,shoes,4995,brand b,3.3,4.1,0.33,no,winter,Germany,"['Jeans', 'Shoes', 'T-shirt']",0.77
P11457,fitness,resistance bands,2662,brand a,2.2,2.7,0.89,no,winter,India,"['Treadmill', 'Yoga Mat']",0.27
P11458,electronics,laptop,2182,brand c,2.9,2.1,0.43,no,autumn,Germany,['Headphones'],0.12
P11459,electronics,headphones,2652,brand b,3.7,2.4,0.89,no,winter,Canada,"['Headphones', 'Smartphone']",0.57
P11460,fitness,dumbbells,319,brand b,2.1,3.8,0.22,yes,spring,UK,"['Dumbbells', 'Yoga Mat', 'Treadmill']",0.56
P11461,electronics,laptop,1382,brand d,2.0,4.6,0.6,yes,spring,UK,"['Smartwatch', 'Headphones', 'Headphones']",0.16
P11462,fitness,resistance bands,1268,brand c,2.5,2.6,0.69,no,spring,Germany,['Resistance Bands'],0.77
P11463,fashion,shoes,3541,brand b,2.9,4.1,0.13,no,winter,India,"['Jeans', 'Shoes', 'Jeans']",0.49
P11464,fitness,dumbbells,4403,brand a,3.0,2.0,0.78,no,spring,USA,"['Resistance Bands', 'Treadmill']",0.91
P11465,electronics,smartwatch,4773,brand a,2.0,2.4,0.35,yes,summer,Canada,['Laptop'],0.19
P11466,beauty,lipstick,988,brand a,2.7,4.2,0.22,yes,summer,India,['Lipstick'],0.26
P11467,fitness,dumbbells,1214,brand b,3.3,2.9,0.19,yes,spring,Germany,"['Dumbbells', 'Treadmill']",0.65
P11468,books,biography,1362,brand c,2.8,2.7,0.64,yes,spring,UK,"['Comics', 'Non-fiction']",0.12
P11469,fashion,jeans,4292,brand a,3.0,3.4,0.21,yes,summer,Canada,"['T-shirt', 'T-shirt', 'T-shirt']",0.59
P11470,fitness,yoga mat,587,brand c,4.9,3.7,0.45,no,autumn,India,"['Treadmill', 'Resistance Bands', 'Yoga Mat']",0.85
P11471,fashion,jeans,2969,brand d,4.0,2.6,0.14,yes,spring,Canada,"['Jeans', 'Jacket', 'T-shirt']",0.86
P11472,home decor,lamp,912,brand d,2.0,4.1,0.04,yes,spring,UK,['Lamp'],0.33
P11473,beauty,lipstick,2545,brand b,4.4,3.2,0.03,no,spring,Canada,['Moisturizer'],0.77
P11474,fashion,t-shirt,962,brand c,4.6,2.5,0.34,no,autumn,USA,"['Jacket', 'Jeans', 'Jacket']",0.38
P11475,fashion,jeans,3495,brand c,4.8,4.9,0.7,no,autumn,India,"['Jacket', 'Jeans', 'T-shirt']",0.15
P11476,electronics,laptop,1558,brand c,2.6,2.9,1.0,no,summer,India,['Laptop'],0.69
P11477,electronics,smartphone,1340,brand d,4.8,4.6,0.79,yes,autumn,Germany,"['Headphones', 'Smartphone']",0.93
P11478,electronics,headphones,2716,brand d,4.8,2.0,0.09,no,summer,India,['Smartwatch'],0.91
P11479,fashion,jeans,769,brand a,2.9,4.7,0.81,no,summer,India,['Jeans'],0.38
P11480,beauty,lipstick,134,brand d,4.4,4.0,0.88,yes,winter,Germany,['Lipstick'],0.81
P11481,books,comics,1686,brand b,2.8,4.9,0.31,no,autumn,Germany,"['Comics', 'Comics']",0.94
P11482,fitness,resistance bands,2481,brand a,2.6,3.7,0.33,no,spring,Canada,"['Treadmill', 'Resistance Bands', 'Yoga Mat']",0.75
P11483,fashion,shoes,4806,brand d,4.4,4.4,0.36,yes,summer,USA,"['T-shirt', 'Shoes']",0.28
P11484,fitness,dumbbells,3534,brand c,3.9,2.5,0.03,no,summer,Canada,['Yoga Mat'],0.66
P11485,home decor,wall art,3163,brand c,4.7,3.1,0.37,no,spring,India,"['Lamp', 'Wall Art', 'Curtains']",0.87
P11486,books,fiction,3076,brand d,4.3,4.6,0.74,yes,spring,Canada,"['Biography', 'Biography', 'Fiction']",0.12
P11487,electronics,smartwatch,1359,brand d,3.8,4.5,0.17,no,summer,Germany,"['Smartwatch', 'Smartphone']",0.2
P11488,fitness,dumbbells,3120,brand b,2.1,2.8,0.38,yes,spring,UK,['Resistance Bands'],0.7
P11489,home decor,cushions,2657,brand a,3.7,4.4,0.92,no,summer,Canada,"['Curtains', 'Curtains', 'Lamp']",0.2
P11490,beauty,lipstick,4219,brand a,4.7,2.9,0.39,no,summer,India,"['Foundation', 'Moisturizer']",0.54
P11491,fitness,yoga mat,4692,brand a,3.1,4.8,0.04,yes,autumn,USA,"['Yoga Mat', 'Resistance Bands', 'Treadmill']",0.35
P11492,electronics,smartwatch,2602,brand c,4.0,3.7,0.32,yes,summer,Canada,"['Headphones', 'Headphones']",0.46
P11493,books,fiction,4477,brand d,4.5,2.0,0.53,no,summer,Canada,['Biography'],0.2
P11494,fitness,yoga mat,1305,brand d,3.1,3.2,0.22,yes,spring,UK,"['Treadmill', 'Treadmill', 'Resistance Bands']",0.92
P11495,fitness,yoga mat,2896,brand b,2.5,4.7,0.14,yes,summer,India,['Treadmill'],0.76
P11496,electronics,smartwatch,2540,brand b,4.8,2.1,0.98,yes,autumn,USA,"['Laptop', 'Smartphone', 'Headphones']",0.16
P11497,books,comics,2147,brand d,3.0,2.7,0.57,no,winter,UK,['Biography'],0.18
P11498,books,biography,1818,brand a,2.6,3.1,0.77,yes,autumn,UK,"['Biography', 'Fiction']",0.52
P11499,electronics,laptop,2077,brand a,2.2,3.9,0.97,no,winter,India,"['Smartphone', 'Smartwatch']",0.62
P11500,electronics,smartphone,421,brand d,4.4,2.1,0.19,yes,summer,UK,"['Headphones', 'Smartphone', 'Laptop']",0.22
P11501,fashion,jacket,4126,brand a,2.0,5.0,0.02,no,spring,India,"['T-shirt', 'Jacket']",0.32
P11502,electronics,laptop,3287,brand b,3.8,4.1,0.12,yes,winter,India,"['Headphones', 'Laptop']",0.26
P11503,fitness,treadmill,3386,brand b,2.4,2.3,0.85,no,summer,Germany,"['Yoga Mat', 'Yoga Mat']",0.18
P11504,beauty,foundation,196,brand b,3.0,3.1,0.82,yes,summer,India,"['Perfume', 'Moisturizer']",0.86
P11505,fitness,resistance bands,4727,brand c,3.5,2.4,0.74,yes,winter,Germany,['Yoga Mat'],0.58
P11506,home decor,lamp,304,brand d,2.0,3.4,0.33,yes,summer,UK,['Wall Art'],0.52
P11507,fashion,jacket,1695,brand b,4.6,3.3,0.3,no,spring,USA,['Jeans'],0.76
P11508,fashion,jacket,651,brand d,2.9,2.5,0.71,no,summer,Canada,"['Jeans', 'Shoes', 'T-shirt']",0.25
P11509,home decor,curtains,1141,brand d,2.6,2.1,0.33,yes,winter,Canada,['Lamp'],0.43
P11510,electronics,headphones,3687,brand b,4.6,3.8,0.43,yes,spring,Germany,['Headphones'],0.53
P11511,beauty,foundation,4675,brand b,4.0,2.3,0.73,yes,winter,USA,['Moisturizer'],0.99
P11512,beauty,lipstick,1393,brand d,4.8,4.7,0.84,no,summer,India,"['Moisturizer', 'Foundation', 'Moisturizer']",0.98
P11513,fitness,resistance bands,938,brand c,4.3,4.1,0.7,yes,winter,USA,['Resistance Bands'],0.7
P11514,home decor,cushions,4189,brand a,2.2,2.2,0.45,no,winter,UK,"['Curtains', 'Wall Art']",0.43
P11515,home decor,cushions,1108,brand c,3.1,4.9,0.51,no,winter,India,"['Wall Art', 'Curtains', 'Cushions']",0.63
P11516,electronics,smartwatch,2598,brand a,3.9,3.8,0.59,yes,autumn,India,['Smartphone'],0.45
P11517,home decor,cushions,3444,brand b,2.3,4.7,0.11,yes,autumn,USA,"['Cushions', 'Cushions', 'Lamp']",0.63
P11518,fashion,jacket,714,brand b,3.2,2.4,0.33,yes,spring,Germany,"['Shoes', 'T-shirt', 'Shoes']",0.38
P11519,fashion,shoes,2421,brand d,2.9,5.0,0.92,no,spring,UK,"['Jacket', 'Shoes', 'T-shirt']",1.0
P11520,books,non-fiction,3417,brand d,3.7,3.5,0.77,yes,spring,USA,"['Non-fiction', 'Biography', 'Non-fiction']",0.87
P11521,electronics,smartwatch,1548,brand d,3.3,2.4,0.65,no,autumn,USA,"['Laptop', 'Headphones', 'Smartwatch']",0.42
P11522,fitness,yoga mat,2202,brand b,4.5,4.4,0.99,yes,autumn,UK,['Treadmill'],0.35
P11523,beauty,lipstick,2822,brand b,2.1,4.9,0.06,yes,summer,India,['Lipstick'],0.38
P11524,home decor,curtains,4766,brand b,2.3,4.3,0.96,no,winter,USA,['Curtains'],0.66
P11525,fitness,dumbbells,1096,brand c,4.5,3.4,0.3,yes,summer,India,['Yoga Mat'],0.58
P11526,fitness,dumbbells,3180,brand c,4.5,2.6,0.59,yes,spring,India,"['Yoga Mat', 'Dumbbells']",0.32
P11527,home decor,lamp,3041,brand a,3.2,4.5,0.12,no,spring,UK,['Lamp'],0.53
P11528,fashion,jeans,3402,brand d,2.9,3.0,0.47,no,winter,Canada,['Jacket'],0.12
P11529,fashion,shoes,1934,brand a,2.1,3.3,0.07,no,autumn,USA,"['Jacket', 'Jacket', 'Jacket']",0.55
P11530,home decor,cushions,3286,brand c,3.6,3.2,0.79,no,summer,Canada,"['Wall Art', 'Cushions']",0.57
P11531,books,non-fiction,4710,brand b,3.7,2.7,0.94,yes,summer,Canada,"['Biography', 'Comics', 'Non-fiction']",0.18
P11532,fashion,jeans,3320,brand c,2.3,3.2,0.63,yes,summer,Canada,"['T-shirt', 'Shoes', 'T-shirt']",0.36
P11533,books,biography,4435,brand a,2.7,4.0,0.42,yes,winter,UK,"['Biography', 'Biography', 'Comics']",0.63
P11534,electronics,laptop,3966,brand c,3.1,3.0,0.64,no,winter,India,['Headphones'],0.77
P11535,fashion,shoes,2321,brand c,4.8,3.8,0.54,no,spring,Canada,"['Shoes', 'Jacket', 'Jacket']",0.45
P11536,electronics,smartwatch,3751,brand c,2.7,3.2,0.57,yes,winter,USA,['Laptop'],0.54
P11537,fitness,treadmill,3708,brand c,2.0,3.1,0.47,yes,winter,Germany,"['Yoga Mat', 'Dumbbells']",0.67
P11538,fitness,resistance bands,1406,brand c,4.4,4.5,0.27,no,spring,India,['Yoga Mat'],0.77
P11539,books,fiction,1963,brand a,2.6,3.0,0.83,no,winter,USA,"['Non-fiction', 'Non-fiction', 'Non-fiction']",0.54
P11540,home decor,cushions,1566,brand b,2.1,4.6,0.92,yes,autumn,India,"['Wall Art', 'Lamp', 'Wall Art']",0.97
P11541,home decor,lamp,263,brand b,2.4,2.6,0.3,no,summer,USA,"['Curtains', 'Lamp']",0.77
P11542,books,fiction,634,brand d,4.1,4.0,0.59,no,spring,Canada,"['Biography', 'Biography', 'Fiction']",0.53
P11543,fitness,dumbbells,3437,brand b,2.0,2.3,0.66,no,summer,UK,"['Yoga Mat', 'Treadmill', 'Dumbbells']",0.39
P11544,fitness,dumbbells,3944,brand c,2.6,4.9,0.48,yes,spring,USA,"['Dumbbells', 'Dumbbells']",0.41
P11545,fashion,jacket,3113,brand a,4.2,4.0,0.89,no,autumn,India,"['Jacket', 'Jeans']",0.15
P11546,books,non-fiction,645,brand a,4.2,4.5,0.95,yes,winter,Canada,"['Non-fiction', 'Non-fiction']",0.59
P11547,electronics,smartphone,847,brand b,3.7,4.5,0.46,no,winter,UK,"['Headphones', 'Headphones']",0.32
P11548,beauty,moisturizer,988,brand b,3.7,4.6,0.74,yes,summer,India,['Perfume'],0.64
P11549,fashion,t-shirt,2947,brand d,3.8,2.9,0.87,yes,summer,USA,"['T-shirt', 'T-shirt']",0.99
P11550,books,comics,240,brand b,2.9,2.5,0.03,yes,autumn,UK,['Biography'],0.16
P11551,home decor,wall art,2650,brand b,3.5,3.5,0.23,no,autumn,Canada,"['Lamp', 'Cushions', 'Curtains']",0.14
P11552,home decor,lamp,3896,brand b,2.1,2.8,0.08,no,spring,India,['Lamp'],0.43
P11553,fitness,resistance bands,2916,brand a,4.4,4.0,0.48,yes,autumn,USA,['Treadmill'],0.24
P11554,beauty,foundation,4290,brand c,2.5,2.6,0.2,yes,autumn,UK,['Perfume'],0.61
P11555,home decor,wall art,3869,brand a,2.6,4.1,0.54,yes,autumn,Canada,['Cushions'],0.47
P11556,fashion,shoes,470,brand b,2.5,4.7,0.54,yes,summer,Canada,"['Shoes', 'T-shirt']",0.29
P11557,books,non-fiction,2228,brand b,2.3,2.4,0.39,yes,autumn,India,['Comics'],0.84
P11558,fashion,shoes,2993,brand c,3.9,2.5,0.18,no,autumn,USA,['Jacket'],0.48
P11559,beauty,moisturizer,4083,brand d,4.1,4.0,0.89,yes,winter,UK,"['Lipstick', 'Perfume', 'Lipstick']",0.33
P11560,beauty,lipstick,4872,brand b,3.6,3.9,0.48,no,winter,Germany,['Lipstick'],0.84
P11561,beauty,moisturizer,1936,brand c,4.4,4.5,0.42,no,winter,Germany,"['Foundation', 'Lipstick']",0.33
P11562,home decor,wall art,122,brand a,4.3,2.9,0.83,no,winter,Canada,"['Wall Art', 'Curtains', 'Curtains']",0.98
P11563,home decor,lamp,3871,brand a,4.0,4.9,0.5,yes,winter,India,"['Curtains', 'Wall Art']",0.14
P11564,beauty,foundation,4059,brand d,2.1,3.2,0.8,no,autumn,Canada,"['Perfume', 'Perfume']",0.58
P11565,books,non-fiction,4049,brand a,4.8,3.2,0.85,no,spring,UK,"['Non-fiction', 'Fiction']",0.11
P11566,books,biography,841,brand c,4.5,3.3,0.55,yes,spring,USA,"['Comics', 'Fiction', 'Comics']",0.41
P11567,beauty,foundation,397,brand d,3.5,3.9,0.22,yes,summer,India,['Perfume'],0.54
P11568,books,biography,340,brand d,4.9,3.6,0.79,no,spring,India,"['Fiction', 'Fiction']",0.97
P11569,electronics,headphones,2119,brand c,4.3,3.6,0.96,yes,winter,Canada,['Laptop'],0.52
P11570,home decor,wall art,2658,brand d,2.3,3.7,0.93,yes,summer,Canada,"['Wall Art', 'Cushions']",0.46
P11571,fashion,jeans,4737,brand d,4.4,4.6,0.11,no,summer,Canada,['T-shirt'],0.25
P11572,home decor,wall art,3850,brand b,2.1,3.8,0.46,no,spring,India,['Cushions'],0.47
P11573,electronics,smartwatch,4180,brand a,4.7,4.6,0.88,no,autumn,Canada,"['Laptop', 'Smartwatch', 'Laptop']",0.56
P11574,books,non-fiction,2060,brand b,4.3,4.9,0.79,yes,winter,Canada,['Comics'],0.57
P11575,fashion,jeans,878,brand a,4.1,2.8,0.39,no,autumn,UK,"['Shoes', 'Jacket', 'T-shirt']",0.43
P11576,beauty,lipstick,161,brand b,3.7,3.2,0.85,no,winter,Germany,"['Foundation', 'Perfume', 'Perfume']",0.54
P11577,beauty,perfume,1294,brand d,4.8,2.6,0.13,no,spring,UK,['Perfume'],0.89
P11578,home decor,lamp,2161,brand c,2.7,3.3,0.2,no,autumn,USA,"['Cushions', 'Lamp', 'Lamp']",0.26
P11579,fitness,yoga mat,365,brand a,2.4,4.6,0.11,yes,autumn,USA,"['Yoga Mat', 'Resistance Bands', 'Resistance Bands']",0.16
P11580,beauty,foundation,2542,brand a,5.0,3.7,0.36,yes,winter,UK,"['Moisturizer', 'Lipstick']",0.69
P11581,electronics,laptop,1447,brand b,3.4,3.4,0.82,no,winter,Germany,['Smartwatch'],0.2
P11582,beauty,lipstick,1711,brand d,2.9,2.5,0.07,no,winter,Germany,"['Foundation', 'Foundation']",0.14
P11583,home decor,curtains,2973,brand c,3.2,3.7,0.23,no,autumn,India,"['Curtains', 'Cushions']",0.53
P11584,electronics,smartphone,1211,brand c,3.2,2.9,0.33,yes,spring,Canada,"['Smartwatch', 'Laptop']",0.85
P11585,fashion,t-shirt,3685,brand d,4.5,3.6,0.48,yes,autumn,USA,"['T-shirt', 'Shoes', 'Shoes']",0.11
P11586,fitness,dumbbells,2151,brand c,3.2,4.3,0.27,no,summer,UK,"['Resistance Bands', 'Treadmill']",0.24
P11587,books,non-fiction,4377,brand b,4.4,4.2,0.7,yes,winter,Canada,"['Non-fiction', 'Biography']",0.47
P11588,electronics,smartwatch,3161,brand d,4.9,2.2,0.44,yes,autumn,Germany,"['Smartphone', 'Smartphone']",0.81
P11589,fitness,resistance bands,3294,brand c,3.2,3.5,0.41,no,autumn,Germany,['Dumbbells'],0.62
P11590,fitness,dumbbells,2126,brand c,3.2,4.1,0.43,no,spring,UK,['Yoga Mat'],0.55
P11591,beauty,moisturizer,4258,brand c,3.8,4.5,0.71,no,winter,USA,"['Foundation', 'Moisturizer', 'Foundation']",0.33
P11592,fitness,treadmill,748,brand c,2.8,4.3,0.68,no,summer,Germany,['Yoga Mat'],0.13
P11593,books,comics,328,brand c,3.9,3.7,0.46,yes,winter,India,"['Fiction', 'Non-fiction']",0.99
P11594,beauty,lipstick,3007,brand c,3.7,3.7,0.3,no,summer,Canada,"['Perfume', 'Moisturizer']",0.34
P11595,fitness,resistance bands,3266,brand c,2.7,2.1,0.62,no,summer,USA,['Resistance Bands'],0.24
P11596,fitness,resistance bands,1034,brand b,3.3,3.8,0.36,no,autumn,India,"['Yoga Mat', 'Dumbbells', 'Dumbbells']",0.57
P11597,home decor,lamp,2439,brand b,4.8,3.5,0.4,no,autumn,USA,['Cushions'],0.97
P11598,books,fiction,1489,brand b,3.1,4.2,0.56,no,winter,India,"['Comics', 'Comics', 'Fiction']",0.69
P11599,books,non-fiction,1301,brand c,2.9,4.4,0.86,no,spring,Germany,['Biography'],0.94
P11600,books,biography,1027,brand b,3.3,3.5,0.8,yes,spring,USA,['Non-fiction'],0.33
P11601,books,comics,1818,brand b,2.6,4.2,0.67,no,winter,India,"['Non-fiction', 'Fiction', 'Comics']",0.43
P11602,fitness,resistance bands,579,brand c,3.0,4.6,0.15,no,summer,Germany,"['Treadmill', 'Treadmill', 'Dumbbells']",0.7
P11603,electronics,headphones,1515,brand d,4.1,4.9,0.62,no,winter,Germany,"['Smartphone', 'Smartwatch']",0.87
P11604,fashion,jacket,4726,brand b,2.5,3.2,0.47,no,autumn,India,['Jeans'],0.13
P11605,fashion,jeans,1331,brand c,4.5,2.9,0.1,no,autumn,Canada,['Jeans'],0.28
P11606,electronics,headphones,605,brand a,2.8,4.0,0.09,no,spring,USA,"['Laptop', 'Laptop', 'Smartwatch']",0.3
P11607,home decor,wall art,2350,brand b,4.4,4.4,0.94,no,autumn,USA,['Lamp'],0.59
P11608,home decor,wall art,2621,brand d,3.7,3.3,0.12,no,autumn,Canada,['Lamp'],0.25
P11609,home decor,wall art,3478,brand a,3.2,2.2,0.71,no,summer,UK,"['Lamp', 'Cushions', 'Wall Art']",0.44
P11610,fashion,shoes,2664,brand a,4.0,4.8,0.18,no,summer,UK,['Shoes'],0.94
P11611,electronics,smartphone,4080,brand a,2.7,4.5,0.04,yes,autumn,Canada,['Headphones'],0.65
P11612,books,biography,1491,brand b,5.0,3.1,0.87,no,spring,USA,"['Biography', 'Fiction']",0.51
P11613,beauty,foundation,1015,brand b,2.5,4.2,0.67,no,autumn,India,"['Lipstick', 'Moisturizer', 'Perfume']",0.98
P11614,books,biography,4000,brand d,4.5,3.0,0.08,no,summer,UK,"['Non-fiction', 'Fiction', 'Fiction']",0.74
P11615,home decor,wall art,2706,brand b,3.9,5.0,0.67,no,spring,Canada,"['Curtains', 'Lamp']",0.98
P11616,beauty,perfume,4229,brand b,2.6,5.0,0.15,yes,winter,India,['Lipstick'],0.76
P11617,fashion,jacket,4170,brand a,2.5,2.9,0.9,no,summer,Germany,"['Jacket', 'Shoes', 'Jacket']",0.3
P11618,books,comics,4647,brand a,4.0,4.6,0.16,no,winter,USA,"['Non-fiction', 'Biography', 'Fiction']",0.27
P11619,home decor,lamp,987,brand d,2.1,3.2,0.94,no,winter,UK,"['Curtains', 'Cushions']",0.32
P11620,fashion,jacket,4987,brand a,4.8,4.9,0.86,yes,autumn,Germany,"['Jacket', 'Jacket']",0.15
P11621,fitness,resistance bands,3606,brand b,4.5,3.1,0.06,yes,autumn,Canada,"['Resistance Bands', 'Yoga Mat', 'Dumbbells']",0.49
P11622,beauty,lipstick,4534,brand b,4.5,4.4,0.02,no,spring,Germany,"['Moisturizer', 'Lipstick', 'Moisturizer']",0.5
P11623,home decor,wall art,3456,brand c,3.6,2.2,0.29,no,winter,India,"['Cushions', 'Lamp']",0.62
P11624,books,non-fiction,3902,brand c,2.4,3.5,0.39,no,winter,India,"['Non-fiction', 'Comics']",0.6
P11625,fitness,resistance bands,1551,brand a,4.2,2.6,0.75,yes,autumn,Germany,['Yoga Mat'],0.35
P11626,beauty,perfume,2507,brand d,3.4,2.7,0.07,no,winter,Germany,"['Lipstick', 'Moisturizer']",0.8
P11627,fashion,jeans,600,brand d,2.0,3.9,0.63,no,spring,UK,"['Jacket', 'Shoes']",0.98
P11628,electronics,smartwatch,1739,brand d,4.1,3.3,0.74,no,winter,Germany,['Laptop'],0.32
P11629,beauty,foundation,4418,brand c,4.3,4.2,0.5,no,spring,USA,['Foundation'],0.34
P11630,home decor,lamp,1015,brand b,5.0,4.8,0.96,yes,autumn,UK,"['Lamp', 'Lamp']",0.59
P11631,electronics,headphones,2338,brand d,3.2,2.5,0.78,no,spring,Canada,"['Headphones', 'Smartwatch']",0.59
P11632,fashion,t-shirt,1077,brand b,4.1,2.7,0.33,yes,spring,India,"['Jacket', 'Shoes', 'Jeans']",0.62
P11633,beauty,perfume,3493,brand d,3.4,2.6,0.52,no,winter,India,"['Moisturizer', 'Lipstick']",0.31
P11634,fitness,yoga mat,3357,brand a,3.7,3.3,0.38,no,summer,Canada,"['Dumbbells', 'Dumbbells', 'Treadmill']",0.99
P11635,fitness,dumbbells,1748,brand b,4.6,2.2,0.56,no,winter,Canada,"['Resistance Bands', 'Resistance Bands']",0.51
P11636,beauty,lipstick,4553,brand a,2.8,3.8,0.47,no,spring,UK,"['Perfume', 'Lipstick', 'Perfume']",0.34
P11637,electronics,smartphone,167,brand b,3.8,4.5,0.04,yes,autumn,USA,"['Smartphone', 'Headphones']",0.42
P11638,fitness,treadmill,696,brand a,4.0,4.9,0.74,no,autumn,Canada,"['Treadmill', 'Treadmill']",0.59
P11639,beauty,perfume,1601,brand d,4.6,4.2,1.0,no,spring,Canada,"['Foundation', 'Lipstick', 'Moisturizer']",0.39
P11640,fashion,jacket,1443,brand c,4.2,4.4,0.05,no,winter,USA,"['Jacket', 'Jacket', 'Jeans']",0.92
P11641,electronics,smartwatch,3583,brand a,4.0,4.7,0.76,yes,winter,Canada,['Smartphone'],0.51
P11642,electronics,laptop,2752,brand a,4.1,4.5,0.93,yes,winter,UK,"['Headphones', 'Laptop']",0.17
P11643,fitness,resistance bands,1223,brand a,5.0,4.7,0.01,no,summer,USA,['Treadmill'],0.62
P11644,fitness,yoga mat,1882,brand d,3.3,4.7,0.39,yes,winter,Germany,['Yoga Mat'],0.8
P11645,fashion,jacket,1147,brand b,3.1,3.5,0.27,yes,autumn,Germany,"['T-shirt', 'T-shirt', 'Jeans']",0.21
P11646,electronics,smartwatch,4859,brand b,4.6,2.6,0.82,no,spring,Germany,"['Smartphone', 'Headphones']",0.95
P11647,fitness,resistance bands,2208,brand c,2.6,3.2,0.21,yes,winter,UK,"['Treadmill', 'Yoga Mat', 'Yoga Mat']",0.51
P11648,fitness,resistance bands,3327,brand b,2.5,2.6,0.03,no,spring,UK,"['Yoga Mat', 'Dumbbells', 'Dumbbells']",0.32
P11649,beauty,moisturizer,1211,brand d,4.6,4.1,0.64,yes,summer,USA,['Foundation'],0.98
P11650,books,biography,3764,brand d,3.9,3.9,0.69,yes,summer,Canada,"['Non-fiction', 'Non-fiction']",0.55
P11651,electronics,smartwatch,501,brand a,3.8,4.6,0.23,yes,summer,UK,"['Laptop', 'Smartwatch']",0.36
P11652,electronics,smartwatch,3741,brand d,2.5,2.8,0.17,no,winter,UK,"['Headphones', 'Headphones']",0.23
P11653,home decor,lamp,216,brand a,4.2,4.6,0.46,no,winter,USA,"['Wall Art', 'Lamp']",0.79
P11654,beauty,lipstick,1721,brand d,2.1,4.1,0.04,yes,autumn,India,"['Foundation', 'Perfume']",0.5
P11655,beauty,foundation,3752,brand c,2.3,4.6,0.77,yes,spring,UK,"['Lipstick', 'Lipstick', 'Perfume']",0.72
P11656,books,biography,3088,brand c,2.1,2.3,0.7,yes,autumn,India,"['Non-fiction', 'Biography']",0.31
P11657,home decor,lamp,4527,brand a,4.0,2.8,0.17,no,winter,USA,"['Curtains', 'Lamp', 'Wall Art']",0.34
P11658,books,fiction,3840,brand a,3.8,3.5,0.81,no,summer,Canada,"['Comics', 'Biography', 'Comics']",0.32
P11659,books,fiction,2553,brand c,3.7,4.7,0.04,no,summer,Germany,"['Fiction', 'Biography']",0.83
P11660,books,comics,4224,brand d,4.8,2.3,0.44,yes,spring,India,"['Fiction', 'Fiction']",0.65
P11661,home decor,wall art,3001,brand b,3.4,3.1,0.21,no,spring,Germany,"['Curtains', 'Cushions']",0.41
P11662,home decor,lamp,3037,brand c,2.2,4.4,0.01,no,summer,Germany,"['Curtains', 'Lamp', 'Curtains']",0.25
P11663,fitness,dumbbells,3071,brand d,4.6,2.7,0.24,no,winter,Germany,['Yoga Mat'],0.74
P11664,fashion,t-shirt,4643,brand b,3.7,3.9,0.52,yes,spring,Canada,"['T-shirt', 'Jeans', 'Shoes']",0.11
P11665,books,biography,2004,brand a,4.0,3.1,0.05,yes,autumn,UK,"['Non-fiction', 'Biography']",0.99
P11666,beauty,lipstick,3898,brand a,3.7,3.4,0.31,yes,winter,Canada,"['Perfume', 'Foundation']",0.69
P11667,books,non-fiction,1260,brand a,4.4,2.7,0.23,yes,spring,USA,"['Non-fiction', 'Fiction']",0.65
P11668,fashion,shoes,793,brand b,3.5,2.2,0.76,yes,autumn,Germany,['Shoes'],0.88
P11669,fashion,t-shirt,1773,brand c,3.6,4.9,0.62,no,spring,UK,['Shoes'],0.54
P11670,beauty,perfume,3449,brand c,4.3,5.0,0.13,no,autumn,Canada,['Lipstick'],0.76
P11671,books,biography,4984,brand b,4.4,3.9,0.28,no,autumn,UK,['Comics'],0.52
P11672,books,biography,1070,brand b,4.6,3.2,0.76,yes,winter,Canada,"['Fiction', 'Comics']",0.23
P11673,books,fiction,714,brand a,3.6,2.2,0.14,yes,summer,Germany,"['Biography', 'Fiction', 'Comics']",0.71
P11674,fashion,shoes,4696,brand c,2.8,4.2,0.33,yes,spring,Germany,"['Shoes', 'Jeans', 'Shoes']",0.54
P11675,books,fiction,3621,brand c,3.8,4.5,0.83,yes,autumn,UK,['Comics'],0.83
P11676,fitness,dumbbells,2775,brand b,4.5,4.6,0.69,no,autumn,USA,"['Treadmill', 'Resistance Bands']",0.49
P11677,books,non-fiction,724,brand d,3.8,4.2,0.69,yes,autumn,Germany,"['Comics', 'Biography']",0.36
P11678,beauty,foundation,626,brand b,3.7,2.2,0.55,no,spring,Germany,"['Perfume', 'Lipstick']",0.56
P11679,electronics,headphones,481,brand d,2.9,4.2,0.85,no,summer,USA,['Headphones'],0.6
P11680,fashion,jeans,3003,brand a,3.4,3.5,0.68,no,spring,Canada,"['T-shirt', 'Shoes']",0.22
P11681,books,fiction,823,brand a,3.2,4.1,0.03,no,spring,India,"['Comics', 'Fiction', 'Biography']",0.16
P11682,fashion,shoes,939,brand a,2.4,2.2,0.58,yes,summer,Germany,"['T-shirt', 'Jeans', 'Jacket']",0.68
P11683,home decor,lamp,2833,brand b,4.6,4.5,0.03,yes,spring,UK,['Curtains'],0.51
