Customer_ID,Age,Gender,Location,Browsing_History,Purchase_History,Customer_Segment,Avg_Order_Value,Holiday,Season
C9824,45,female,kolkata,"['Fitness', 'Books', 'Electronics']","['Treadmill', 'Fiction', 'Laptop']",occasional shopper,809.23,no,spring
C9825,39,female,chennai,"['Fashion', 'Home Decor', 'Beauty']","['Jeans', 'Curtains', 'Foundation']",new visitor,3204.01,yes,spring
C9826,55,male,mumbai,['Electronics'],['Smartwatch'],frequent buyer,859.79,no,autumn
C9827,47,other,delhi,"['Electronics', 'Fashion']","['Laptop', 'T-shirt']",occasional shopper,794.23,no,autumn
C9828,32,other,kolkata,"['Fashion', 'Books', 'Home Decor']","['Jeans', 'Non-fiction', 'Curtains']",occasional shopper,2706.02,no,spring
C9829,26,other,mumbai,"['Fitness', 'Fashion', 'Books']","['Yoga Mat', 'Jacket', 'Non-fiction']",occasional shopper,589.04,yes,autumn
C9830,23,other,delhi,"['Beauty', 'Books', 'Electronics']","['Perfume', 'Non-fiction', 'Smartwatch']",occasional shopper,4208.09,yes,winter
C9831,24,male,delhi,"['Beauty', 'Home Decor']","['Perfume', 'Curtains']",occasional shopper,3673.8,yes,winter
C9832,46,female,bangalore,"['Beauty', 'Fitness', 'Fashion']","['Perfume', 'Dumbbells', 'T-shirt']",occasional shopper,3994.21,yes,autumn
C9833,52,other,delhi,['Home Decor'],['Lamp'],new visitor,600.19,no,autumn
C9834,47,male,delhi,"['Fitness', 'Books']","['Dumbbells', 'Fiction']",new visitor,2657.35,yes,autumn
C9835,54,female,kolkata,['Beauty'],['Foundation'],occasional shopper,1753.1,yes,autumn
C9836,19,male,chennai,"['Books', 'Beauty']","['Comics', 'Foundation']",occasional shopper,3964.51,no,autumn
C9837,34,other,chennai,['Home Decor'],['Wall Art'],new visitor,4725.24,no,spring
C9838,28,other,delhi,"['Electronics', 'Books']","['Headphones', 'Fiction']",new visitor,3847.43,no,autumn
C9839,49,female,kolkata,"['Books', 'Electronics']","['Biography', 'Smartphone']",occasional shopper,2616.02,no,winter
C9840,22,male,bangalore,"['Books', 'Home Decor']","['Biography', 'Lamp']",frequent buyer,544.81,yes,spring
C9841,18,male,bangalore,['Fitness'],['Resistance Bands'],new visitor,3474.31,yes,summer
C9842,41,female,mumbai,"['Books', 'Fitness']","['Fiction', 'Resistance Bands']",occasional shopper,3964.47,no,winter
C9843,45,other,mumbai,['Books'],['Non-fiction'],frequent buyer,2768.84,yes,autumn
C9844,54,other,bangalore,"['Fashion', 'Electronics']","['T-shirt', 'Headphones']",new visitor,3208.26,no,summer
C9845,34,female,chennai,['Home Decor'],['Wall Art'],frequent buyer,2232.9,no,winter
C9846,40,male,delhi,['Books'],['Comics'],frequent buyer,4611.56,yes,winter
C9847,24,other,kolkata,['Beauty'],['Foundation'],new visitor,1870.52,no,spring
C9848,50,male,delhi,"['Books', 'Home Decor', 'Fitness']","['Comics', 'Wall Art', 'Treadmill']",occasional shopper,2329.33,yes,winter
C9849,33,male,kolkata,"['Fitness', 'Electronics', 'Beauty']","['Dumbbells', 'Headphones', 'Moisturizer']",new visitor,1276.08,yes,winter
C9850,36,other,mumbai,"['Fitness', 'Fashion', 'Beauty']","['Resistance Bands', 'T-shirt', 'Perfume']",new visitor,1761.31,yes,summer
C9851,41,female,mumbai,"['Electronics', 'Books']","['Laptop', 'Comics']",new visitor,1153.68,no,winter
C9852,53,male,kolkata,"['Beauty', 'Electronics']","['Lipstick', 'Laptop']",frequent buyer,3903.31,no,spring
C9853,47,other,mumbai,"['Home Decor', 'Books', 'Fashion']","['Curtains', 'Comics', 'T-shirt']",occasional shopper,767.99,yes,autumn
C9854,44,other,bangalore,"['Fashion', 'Beauty', 'Books']","['Jacket', 'Moisturizer', 'Non-fiction']",new visitor,3628.9,yes,spring
C9855,59,other,delhi,"['Fitness', 'Fashion']","['Dumbbells', 'T-shirt']",occasional shopper,1782.13,no,summer
C9856,59,female,bangalore,"['Home Decor', 'Fitness', 'Electronics']","['Cushions', 'Yoga Mat', 'Laptop']",frequent buyer,3093.19,yes,autumn
C9857,27,other,chennai,['Beauty'],['Foundation'],occasional shopper,2137.81,yes,autumn
C9858,37,female,bangalore,['Beauty'],['Lipstick'],occasional shopper,4736.11,yes,spring
C9859,38,female,chennai,"['Home Decor', 'Books']","['Curtains', 'Biography']",new visitor,3502.13,no,spring
C9860,32,male,bangalore,['Books'],['Biography'],occasional shopper,1761.44,no,winter
C9861,41,female,kolkata,"['Fitness', 'Books']","['Treadmill', 'Non-fiction']",frequent buyer,4952.95,yes,autumn
C9862,41,other,chennai,['Electronics'],['Headphones'],new visitor,1324.62,no,summer
C9863,22,other,delhi,['Electronics'],['Smartphone'],occasional shopper,3894.91,yes,winter
C9864,44,female,chennai,['Home Decor'],['Wall Art'],new visitor,2569.67,no,spring
C9865,18,other,bangalore,['Fashion'],['Shoes'],new visitor,4537.25,no,summer
C9866,57,female,bangalore,"['Fashion', 'Beauty', 'Books']","['Jeans', 'Moisturizer', 'Non-fiction']",occasional shopper,2619.03,no,summer
C9867,53,other,chennai,"['Electronics', 'Beauty', 'Fitness']","['Laptop', 'Moisturizer', 'Yoga Mat']",frequent buyer,3285.93,yes,spring
C9868,29,other,delhi,"['Fashion', 'Beauty', 'Fitness']","['Jacket', 'Moisturizer', 'Treadmill']",new visitor,3178.49,yes,winter
C9869,21,other,chennai,"['Books', 'Electronics']","['Non-fiction', 'Smartphone']",occasional shopper,3781.88,no,winter
C9870,56,male,mumbai,"['Beauty', 'Fitness']","['Foundation', 'Resistance Bands']",frequent buyer,899.48,no,spring
C9871,19,other,kolkata,['Fitness'],['Dumbbells'],occasional shopper,1914.5,no,summer
C9872,37,male,delhi,['Beauty'],['Lipstick'],frequent buyer,4765.96,no,winter
C9873,36,male,mumbai,['Home Decor'],['Wall Art'],new visitor,4918.3,no,winter
C9874,30,other,kolkata,"['Fashion', 'Electronics', 'Fitness']","['T-shirt', 'Smartphone', 'Yoga Mat']",occasional shopper,4413.63,yes,winter
C9875,60,male,bangalore,['Home Decor'],['Curtains'],frequent buyer,1235.07,no,winter
C9876,53,other,bangalore,"['Electronics', 'Books', 'Fitness']","['Smartwatch', 'Biography', 'Dumbbells']",occasional shopper,3843.72,yes,autumn
C9877,56,female,mumbai,"['Books', 'Fitness']","['Comics', 'Dumbbells']",frequent buyer,1887.58,no,winter
C9878,60,other,kolkata,"['Fitness', 'Home Decor']","['Yoga Mat', 'Lamp']",frequent buyer,1705.28,no,spring
C9879,47,female,mumbai,"['Books', 'Beauty', 'Home Decor']","['Non-fiction', 'Lipstick', 'Lamp']",occasional shopper,1945.66,no,summer
C9880,39,other,bangalore,"['Beauty', 'Home Decor', 'Electronics']","['Perfume', 'Lamp', 'Smartwatch']",occasional shopper,4925.27,yes,autumn
C9881,21,male,bangalore,['Electronics'],['Laptop'],occasional shopper,752.76,yes,autumn
C9882,54,female,chennai,['Electronics'],['Smartwatch'],frequent buyer,2467.06,yes,spring
C9883,52,male,chennai,"['Electronics', 'Home Decor', 'Fashion']","['Smartwatch', 'Curtains', 'Jacket']",occasional shopper,2889.61,yes,spring
C9884,57,female,bangalore,"['Beauty', 'Fashion', 'Electronics']","['Foundation', 'T-shirt', 'Smartwatch']",frequent buyer,1517.08,no,spring
C9885,23,male,chennai,['Home Decor'],['Cushions'],occasional shopper,2616.32,yes,summer
C9886,31,other,chennai,"['Books', 'Home Decor']","['Non-fiction', 'Curtains']",frequent buyer,1475.26,yes,winter
C9887,31,male,kolkata,['Fashion'],['T-shirt'],occasional shopper,1646.72,yes,autumn
C9888,59,other,delhi,['Electronics'],['Headphones'],frequent buyer,3930.16,no,autumn
C9889,42,other,bangalore,['Books'],['Fiction'],occasional shopper,1902.73,yes,winter
C9890,20,male,mumbai,"['Books', 'Electronics', 'Home Decor']","['Comics', 'Smartwatch', 'Wall Art']",frequent buyer,2100.73,no,summer
C9891,25,male,mumbai,['Beauty'],['Moisturizer'],frequent buyer,2447.0,no,spring
C9892,45,female,mumbai,"['Electronics', 'Home Decor', 'Books']","['Laptop', 'Curtains', 'Comics']",new visitor,3418.81,yes,autumn
C9893,49,other,delhi,"['Fashion', 'Beauty']","['Jacket', 'Foundation']",new visitor,3643.24,yes,winter
C9894,45,female,bangalore,['Electronics'],['Smartwatch'],new visitor,2290.69,no,winter
C9895,31,other,bangalore,"['Home Decor', 'Fashion', 'Books']","['Cushions', 'T-shirt', 'Comics']",new visitor,1234.74,yes,spring
C9896,59,female,delhi,"['Fashion', 'Fitness', 'Books']","['Shoes', 'Resistance Bands', 'Biography']",occasional shopper,2745.64,no,spring
C9897,54,male,bangalore,"['Electronics', 'Fitness']","['Smartwatch', 'Treadmill']",frequent buyer,4337.71,yes,summer
C9898,19,other,bangalore,"['Home Decor', 'Books', 'Fashion']","['Lamp', 'Comics', 'T-shirt']",new visitor,4946.12,no,summer
C9899,34,other,delhi,"['Beauty', 'Home Decor', 'Books']","['Lipstick', 'Wall Art', 'Non-fiction']",frequent buyer,3049.6,no,summer
C9900,60,female,kolkata,"['Fashion', 'Home Decor']","['T-shirt', 'Curtains']",occasional shopper,4942.85,yes,summer
C9901,35,male,chennai,"['Beauty', 'Electronics']","['Moisturizer', 'Laptop']",new visitor,1174.91,no,autumn
C9902,58,other,delhi,"['Electronics', 'Beauty', 'Books']","['Smartphone', 'Perfume', 'Comics']",occasional shopper,505.78,no,spring
C9903,49,male,delhi,"['Electronics', 'Fashion', 'Books']","['Laptop', 'T-shirt', 'Comics']",occasional shopper,4548.52,no,spring
C9904,41,male,kolkata,['Home Decor'],['Wall Art'],frequent buyer,1674.08,yes,autumn
C9905,59,other,mumbai,"['Fashion', 'Fitness', 'Home Decor']","['Jeans', 'Treadmill', 'Curtains']",frequent buyer,2070.53,no,summer
C9906,19,female,chennai,"['Electronics', 'Books']","['Smartwatch', 'Biography']",frequent buyer,956.76,yes,spring
C9907,57,other,chennai,"['Fitness', 'Books', 'Home Decor']","['Dumbbells', 'Comics', 'Wall Art']",new visitor,3935.97,yes,autumn
C9908,34,female,delhi,['Beauty'],['Lipstick'],occasional shopper,2168.39,no,spring
C9909,25,female,delhi,['Electronics'],['Smartphone'],frequent buyer,1992.32,no,autumn
C9910,51,female,bangalore,['Fitness'],['Resistance Bands'],new visitor,2302.97,yes,winter
C9911,26,other,mumbai,"['Fashion', 'Fitness', 'Home Decor']","['T-shirt', 'Resistance Bands', 'Wall Art']",new visitor,3686.55,yes,spring
C9912,47,female,kolkata,"['Books', 'Home Decor', 'Fitness']","['Fiction', 'Lamp', 'Treadmill']",new visitor,978.45,yes,autumn
C9913,54,female,delhi,"['Fitness', 'Beauty']","['Resistance Bands', 'Perfume']",new visitor,2310.13,yes,spring
C9914,36,male,kolkata,"['Home Decor', 'Fitness']","['Lamp', 'Treadmill']",new visitor,3293.49,no,winter
C9915,43,other,mumbai,['Electronics'],['Laptop'],frequent buyer,1902.39,no,autumn
C9916,26,female,delhi,"['Books', 'Fitness']","['Comics', 'Resistance Bands']",occasional shopper,1980.32,yes,autumn
C9917,56,male,bangalore,"['Electronics', 'Fitness']","['Laptop', 'Dumbbells']",new visitor,2244.0,no,summer
C9918,19,other,bangalore,['Electronics'],['Smartphone'],new visitor,4017.33,yes,winter
C9919,53,male,kolkata,"['Books', 'Beauty']","['Biography', 'Perfume']",occasional shopper,1658.42,yes,autumn
C9920,48,male,delhi,"['Books', 'Fitness', 'Home Decor']","['Comics', 'Resistance Bands', 'Lamp']",occasional shopper,1188.38,yes,autumn
C9921,35,other,chennai,"['Beauty', 'Electronics']","['Foundation', 'Laptop']",new visitor,4278.66,no,winter
C9922,26,male,kolkata,['Fashion'],['Jeans'],frequent buyer,2568.22,yes,spring
C9923,49,male,kolkata,"['Fashion', 'Electronics']","['Shoes', 'Laptop']",occasional shopper,537.93,yes,summer
C9924,51,female,delhi,"['Fitness', 'Fashion', 'Beauty']","['Resistance Bands', 'Shoes', 'Foundation']",frequent buyer,2206.82,no,autumn
C9925,24,male,mumbai,"['Beauty', 'Fitness']","['Perfume', 'Yoga Mat']",frequent buyer,2174.58,no,winter
C9926,46,other,delhi,"['Home Decor', 'Books', 'Beauty']","['Wall Art', 'Comics', 'Perfume']",occasional shopper,4020.58,no,spring
C9927,25,female,mumbai,"['Beauty', 'Home Decor']","['Foundation', 'Curtains']",occasional shopper,621.92,yes,autumn
C9928,29,female,chennai,"['Fitness', 'Books']","['Treadmill', 'Fiction']",occasional shopper,1641.09,yes,spring
C9929,42,male,bangalore,"['Fashion', 'Books']","['Jeans', 'Fiction']",occasional shopper,3171.98,no,spring
C9930,33,male,kolkata,['Fitness'],['Yoga Mat'],new visitor,4922.36,no,autumn
C9931,32,male,bangalore,['Electronics'],['Smartphone'],occasional shopper,1416.12,yes,summer
C9932,25,female,bangalore,['Beauty'],['Lipstick'],new visitor,1188.36,yes,spring
C9933,30,male,kolkata,"['Electronics', 'Home Decor']","['Headphones', 'Cushions']",frequent buyer,2398.35,yes,summer
C9934,45,female,bangalore,"['Books', 'Fashion', 'Fitness']","['Non-fiction', 'Shoes', 'Dumbbells']",frequent buyer,4524.48,no,winter
C9935,59,other,mumbai,"['Electronics', 'Home Decor']","['Laptop', 'Curtains']",frequent buyer,4315.01,no,autumn
C9936,20,other,delhi,['Electronics'],['Smartphone'],frequent buyer,4214.71,yes,winter
C9937,22,male,kolkata,"['Books', 'Beauty']","['Non-fiction', 'Perfume']",occasional shopper,2760.09,no,spring
C9938,60,female,chennai,"['Home Decor', 'Fitness', 'Fashion']","['Cushions', 'Treadmill', 'T-shirt']",new visitor,619.27,yes,spring
C9939,44,other,chennai,"['Fitness', 'Electronics']","['Resistance Bands', 'Headphones']",new visitor,1493.72,yes,autumn
C9940,47,other,mumbai,['Electronics'],['Headphones'],frequent buyer,2518.28,yes,spring
C9941,52,female,mumbai,"['Books', 'Electronics']","['Biography', 'Smartwatch']",frequent buyer,2838.16,yes,spring
C9942,46,male,kolkata,"['Fashion', 'Fitness']","['Jacket', 'Dumbbells']",new visitor,3751.52,no,spring
C9943,23,other,mumbai,['Fashion'],['Jacket'],occasional shopper,1772.86,yes,autumn
C9944,23,male,delhi,"['Electronics', 'Home Decor']","['Laptop', 'Curtains']",new visitor,3907.28,yes,winter
C9945,30,other,kolkata,"['Home Decor', 'Beauty', 'Books']","['Cushions', 'Foundation', 'Comics']",new visitor,4346.91,yes,autumn
C9946,21,female,delhi,['Books'],['Comics'],occasional shopper,3712.16,no,summer
C9947,26,other,chennai,"['Beauty', 'Fashion']","['Foundation', 'Shoes']",frequent buyer,2273.02,no,autumn
C9948,19,male,delhi,"['Beauty', 'Books']","['Perfume', 'Non-fiction']",frequent buyer,3451.02,yes,summer
C9949,23,other,bangalore,['Fitness'],['Dumbbells'],new visitor,2093.83,no,winter
C9950,42,other,chennai,"['Fashion', 'Electronics']","['Jacket', 'Laptop']",frequent buyer,2533.97,no,winter
C9951,50,male,bangalore,['Fitness'],['Resistance Bands'],frequent buyer,2712.19,no,spring
C9952,46,female,bangalore,['Fitness'],['Treadmill'],occasional shopper,1023.07,no,summer
C9953,46,male,bangalore,"['Beauty', 'Fashion', 'Electronics']","['Moisturizer', 'T-shirt', 'Headphones']",frequent buyer,752.57,no,winter
C9954,58,female,kolkata,"['Home Decor', 'Fitness']","['Curtains', 'Dumbbells']",occasional shopper,2585.94,yes,autumn
C9955,45,female,delhi,['Fitness'],['Dumbbells'],new visitor,1855.62,no,autumn
C9956,31,female,delhi,"['Fitness', 'Beauty', 'Home Decor']","['Yoga Mat', 'Perfume', 'Wall Art']",new visitor,2196.74,no,spring
C9957,22,female,chennai,['Electronics'],['Laptop'],new visitor,3245.42,yes,autumn
C9958,45,other,mumbai,"['Fitness', 'Home Decor']","['Resistance Bands', 'Lamp']",occasional shopper,2076.91,yes,winter
C9959,29,female,bangalore,"['Electronics', 'Fitness', 'Beauty']","['Headphones', 'Dumbbells', 'Perfume']",occasional shopper,3835.39,no,spring
C9960,26,male,mumbai,"['Fashion', 'Home Decor', 'Fitness']","['Shoes', 'Lamp', 'Yoga Mat']",occasional shopper,626.39,no,winter
C9961,51,female,bangalore,"['Beauty', 'Books', 'Fashion']","['Foundation', 'Comics', 'Jeans']",new visitor,4728.52,yes,summer
C9962,27,other,delhi,['Beauty'],['Perfume'],frequent buyer,4810.67,yes,winter
C9963,32,other,delhi,['Books'],['Biography'],occasional shopper,3847.88,no,spring
C9964,50,male,bangalore,"['Fashion', 'Beauty', 'Fitness']","['Shoes', 'Lipstick', 'Yoga Mat']",frequent buyer,4887.43,no,autumn
C9965,57,other,bangalore,['Beauty'],['Lipstick'],frequent buyer,2414.58,yes,summer
C9966,43,female,chennai,['Fashion'],['Jeans'],frequent buyer,4860.08,yes,autumn
C9967,59,other,bangalore,['Electronics'],['Headphones'],occasional shopper,4064.24,no,autumn
C9968,49,male,chennai,"['Electronics', 'Fashion', 'Home Decor']","['Headphones', 'Jacket', 'Curtains']",new visitor,2699.99,yes,summer
C9969,20,male,kolkata,"['Fitness', 'Electronics', 'Fashion']","['Treadmill', 'Laptop', 'T-shirt']",frequent buyer,1882.91,yes,winter
C9970,52,female,kolkata,"['Fashion', 'Fitness']","['Jeans', 'Treadmill']",occasional shopper,3480.81,no,summer
C9971,45,other,bangalore,"['Electronics', 'Fitness', 'Home Decor']","['Smartwatch', 'Resistance Bands', 'Lamp']",frequent buyer,3661.21,yes,autumn
C9972,50,male,kolkata,['Books'],['Biography'],frequent buyer,4410.16,no,spring
C9973,29,female,delhi,"['Fashion', 'Fitness', 'Electronics']","['T-shirt', 'Dumbbells', 'Smartwatch']",new visitor,2980.51,yes,spring
C9974,40,other,delhi,"['Beauty', 'Books']","['Lipstick', 'Fiction']",frequent buyer,4139.35,no,spring
C9975,58,other,mumbai,['Home Decor'],['Curtains'],occasional shopper,4935.26,no,autumn
C9976,20,male,mumbai,"['Beauty', 'Home Decor']","['Moisturizer', 'Curtains']",new visitor,1789.06,yes,summer
C9977,32,female,chennai,"['Beauty', 'Fashion']","['Moisturizer', 'Jeans']",new visitor,1122.36,no,autumn
C9978,45,male,bangalore,"['Books', 'Home Decor']","['Biography', 'Cushions']",occasional shopper,4234.14,yes,summer
C9979,59,male,delhi,"['Electronics', 'Books', 'Beauty']","['Laptop', 'Fiction', 'Lipstick']",frequent buyer,1832.83,no,spring
C9980,57,female,chennai,"['Beauty', 'Electronics', 'Books']","['Foundation', 'Smartwatch', 'Comics']",frequent buyer,1528.57,yes,autumn
C9981,48,other,chennai,"['Beauty', 'Home Decor']","['Lipstick', 'Wall Art']",occasional shopper,4616.34,yes,spring
C9982,21,female,kolkata,"['Home Decor', 'Books']","['Curtains', 'Fiction']",occasional shopper,2736.0,yes,winter
C9983,30,male,kolkata,"['Fitness', 'Home Decor']","['Dumbbells', 'Wall Art']",new visitor,4963.01,no,spring
C9984,28,other,mumbai,['Fitness'],['Treadmill'],occasional shopper,1698.44,no,spring
C9985,35,female,mumbai,"['Books', 'Home Decor']","['Fiction', 'Cushions']",new visitor,2673.49,yes,winter
C9986,60,female,chennai,['Fashion'],['Jeans'],new visitor,4256.09,no,autumn
C9987,22,male,kolkata,"['Electronics', 'Fashion']","['Laptop', 'Jeans']",frequent buyer,3433.57,yes,autumn
C9988,59,female,chennai,['Beauty'],['Perfume'],occasional shopper,3679.58,no,autumn
C9989,35,female,bangalore,['Fashion'],['Jacket'],new visitor,2520.21,no,winter
C9990,19,other,kolkata,['Fashion'],['Shoes'],frequent buyer,3724.58,yes,spring
C9991,23,female,chennai,"['Fashion', 'Electronics', 'Books']","['Jeans', 'Smartphone', 'Biography']",frequent buyer,3972.41,no,summer
C9992,38,male,bangalore,"['Beauty', 'Fashion']","['Perfume', 'T-shirt']",frequent buyer,744.98,no,winter
C9993,25,female,kolkata,"['Beauty', 'Electronics', 'Fashion']","['Lipstick', 'Smartphone', 'Jeans']",occasional shopper,1341.91,no,spring
C9994,28,male,bangalore,"['Fitness', 'Books']","['Yoga Mat', 'Biography']",frequent buyer,905.7,no,spring
C9995,56,other,bangalore,"['Books', 'Home Decor']","['Biography', 'Wall Art']",occasional shopper,1981.05,no,autumn
C9996,32,female,bangalore,"['Electronics', 'Fashion', 'Home Decor']","['Smartphone', 'T-shirt', 'Lamp']",frequent buyer,2677.81,no,spring
C9997,29,male,bangalore,"['Fitness', 'Electronics']","['Dumbbells', 'Smartphone']",new visitor,4532.56,yes,winter
C9998,48,other,delhi,"['Fitness', 'Beauty']","['Treadmill', 'Perfume']",occasional shopper,4954.68,yes,autumn
C9999,60,other,chennai,['Books'],['Biography'],occasional shopper,4917.08,yes,autumn
C10000,40,female,kolkata,['Beauty'],['Perfume'],occasional shopper,2066.86,no,winter
C10001,47,female,delhi,['Fitness'],['Treadmill'],new visitor,3505.77,yes,summer
C10002,42,male,chennai,['Home Decor'],['Lamp'],frequent buyer,4934.48,yes,winter
C10003,27,other,delhi,['Home Decor'],['Cushions'],occasional shopper,1231.83,no,autumn
C10004,51,other,delhi,"['Books', 'Beauty']","['Biography', 'Perfume']",frequent buyer,4062.4,no,summer
C10005,52,other,chennai,"['Electronics', 'Beauty', 'Fitness']","['Laptop', 'Moisturizer', 'Treadmill']",new visitor,2140.59,no,summer
C10006,56,male,kolkata,['Home Decor'],['Lamp'],new visitor,4620.31,no,autumn
C10007,42,female,delhi,"['Fitness', 'Electronics', 'Home Decor']","['Resistance Bands', 'Laptop', 'Wall Art']",occasional shopper,1537.67,yes,spring
C10008,37,other,chennai,"['Books', 'Home Decor']","['Biography', 'Lamp']",occasional shopper,4717.44,no,summer
C10009,51,male,bangalore,['Books'],['Biography'],occasional shopper,4094.67,yes,autumn
C10010,23,other,chennai,['Fitness'],['Treadmill'],occasional shopper,2771.02,yes,autumn
C10011,33,female,bangalore,"['Home Decor', 'Electronics']","['Cushions', 'Laptop']",frequent buyer,2056.28,yes,autumn
C10012,47,other,kolkata,"['Home Decor', 'Beauty', 'Fashion']","['Lamp', 'Lipstick', 'Jeans']",new visitor,2226.06,no,spring
C10013,19,male,mumbai,"['Fashion', 'Beauty', 'Fitness']","['T-shirt', 'Foundation', 'Yoga Mat']",occasional shopper,2702.46,yes,winter
C10014,38,other,kolkata,"['Electronics', 'Home Decor']","['Headphones', 'Cushions']",frequent buyer,629.8,yes,autumn
C10015,52,other,chennai,"['Beauty', 'Fashion']","['Perfume', 'T-shirt']",frequent buyer,574.45,yes,spring
C10016,21,male,delhi,"['Home Decor', 'Books']","['Lamp', 'Fiction']",occasional shopper,4988.96,yes,summer
C10017,18,male,kolkata,"['Books', 'Fitness', 'Fashion']","['Fiction', 'Dumbbells', 'Jeans']",occasional shopper,2923.75,no,summer
C10018,50,other,bangalore,['Beauty'],['Perfume'],occasional shopper,3087.45,yes,spring
C10019,37,female,chennai,['Fitness'],['Dumbbells'],occasional shopper,2066.44,no,autumn
C10020,54,other,mumbai,"['Fashion', 'Fitness']","['T-shirt', 'Yoga Mat']",frequent buyer,1920.25,yes,winter
C10021,27,other,bangalore,"['Home Decor', 'Electronics']","['Lamp', 'Smartwatch']",occasional shopper,4041.13,yes,summer
C10022,56,male,kolkata,"['Electronics', 'Books']","['Headphones', 'Biography']",occasional shopper,1543.5,no,summer
C10023,55,other,bangalore,['Fashion'],['Jeans'],new visitor,2553.02,no,autumn
C10024,34,other,bangalore,"['Fitness', 'Beauty', 'Electronics']","['Yoga Mat', 'Perfume', 'Headphones']",frequent buyer,2662.87,yes,summer
C10025,28,male,bangalore,"['Electronics', 'Home Decor', 'Fitness']","['Headphones', 'Wall Art', 'Treadmill']",frequent buyer,4412.97,yes,summer
C10026,60,female,mumbai,"['Home Decor', 'Beauty']","['Wall Art', 'Foundation']",frequent buyer,548.01,yes,autumn
C10027,58,male,chennai,"['Fitness', 'Home Decor', 'Beauty']","['Resistance Bands', 'Curtains', 'Foundation']",occasional shopper,4082.78,yes,autumn
C10028,42,male,chennai,"['Beauty', 'Fashion', 'Fitness']","['Lipstick', 'T-shirt', 'Resistance Bands']",new visitor,2321.51,yes,winter
C10029,57,other,mumbai,"['Books', 'Fitness', 'Fashion']","['Non-fiction', 'Yoga Mat', 'Jeans']",new visitor,1659.9,yes,autumn
C10030,45,female,bangalore,"['Home Decor', 'Fashion', 'Fitness']","['Lamp', 'T-shirt', 'Yoga Mat']",occasional shopper,1561.58,no,summer
C10031,41,female,chennai,"['Electronics', 'Fitness', 'Fashion']","['Smartwatch', 'Treadmill', 'Jacket']",frequent buyer,1423.56,yes,spring
C10032,43,female,mumbai,['Electronics'],['Smartphone'],new visitor,616.39,no,summer
C10033,38,female,kolkata,"['Fitness', 'Fashion']","['Dumbbells', 'Jeans']",occasional shopper,808.78,yes,winter
C10034,56,female,kolkata,['Fashion'],['Jeans'],frequent buyer,3204.81,no,spring
C10035,27,female,mumbai,['Electronics'],['Headphones'],occasional shopper,3357.68,no,autumn
C10036,60,male,kolkata,['Books'],['Non-fiction'],frequent buyer,4884.54,no,summer
C10037,59,female,chennai,['Electronics'],['Laptop'],occasional shopper,3882.07,yes,winter
C10038,22,female,delhi,"['Home Decor', 'Fashion', 'Electronics']","['Wall Art', 'Shoes', 'Laptop']",frequent buyer,4210.06,no,winter
C10039,49,other,chennai,"['Electronics', 'Fitness', 'Fashion']","['Laptop', 'Dumbbells', 'Jacket']",frequent buyer,972.78,no,summer
C10040,48,other,bangalore,['Books'],['Biography'],frequent buyer,4084.85,no,spring
C10041,56,male,kolkata,['Electronics'],['Headphones'],new visitor,3814.61,no,summer
C10042,44,female,chennai,"['Books', 'Home Decor', 'Fashion']","['Biography', 'Cushions', 'Jacket']",occasional shopper,4266.39,yes,spring
C10043,57,other,chennai,"['Electronics', 'Fashion', 'Books']","['Laptop', 'Jacket', 'Non-fiction']",new visitor,607.71,no,autumn
C10044,53,male,delhi,"['Fitness', 'Home Decor', 'Beauty']","['Yoga Mat', 'Wall Art', 'Moisturizer']",new visitor,1823.87,yes,winter
C10045,30,male,mumbai,"['Books', 'Fashion', 'Beauty']","['Biography', 'Jeans', 'Moisturizer']",new visitor,3952.69,yes,spring
C10046,24,other,bangalore,['Home Decor'],['Lamp'],occasional shopper,2729.15,no,autumn
C10047,56,female,bangalore,"['Electronics', 'Beauty']","['Laptop', 'Lipstick']",frequent buyer,964.95,yes,autumn
C10048,28,female,chennai,"['Books', 'Beauty']","['Non-fiction', 'Foundation']",occasional shopper,4975.34,yes,autumn
C10049,37,female,chennai,"['Fitness', 'Beauty']","['Dumbbells', 'Foundation']",frequent buyer,2865.18,no,summer
C10050,29,female,mumbai,"['Beauty', 'Home Decor', 'Electronics']","['Perfume', 'Lamp', 'Laptop']",frequent buyer,3725.6,no,autumn
C10051,50,male,delhi,"['Books', 'Beauty', 'Fashion']","['Fiction', 'Moisturizer', 'Jeans']",occasional shopper,764.76,no,spring
C10052,38,female,kolkata,"['Fashion', 'Books', 'Fitness']","['Jeans', 'Non-fiction', 'Dumbbells']",frequent buyer,1346.04,no,spring
C10053,42,other,bangalore,"['Electronics', 'Fitness']","['Smartphone', 'Resistance Bands']",occasional shopper,2216.13,yes,winter
C10054,32,other,chennai,['Fashion'],['Shoes'],occasional shopper,3027.77,no,summer
C10055,36,other,kolkata,['Home Decor'],['Curtains'],frequent buyer,1924.78,no,winter
C10056,34,other,chennai,"['Beauty', 'Home Decor', 'Fitness']","['Lipstick', 'Lamp', 'Yoga Mat']",frequent buyer,1888.86,no,spring
C10057,23,male,bangalore,"['Beauty', 'Fashion', 'Books']","['Lipstick', 'T-shirt', 'Fiction']",new visitor,1758.43,no,autumn
C10058,42,other,bangalore,"['Beauty', 'Fashion', 'Home Decor']","['Moisturizer', 'T-shirt', 'Curtains']",new visitor,688.86,no,winter
